Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,Protein_to_Carbs_ratio,Carbs_to_Fat_ratio
paleo,Low Carb Broiled Asian Chicken Thighs recipes,chinese,149.89,13.87,49.44,10/16/2022,17:27:38,10.805998125585754,0.28053639691753807
paleo,Clafoutis Paleo Gf,french,62.38,171.71,143.8,10/16/2022,17:27:38,0.36328482158976416,1.194080708757241
paleo,Whole30 Potato Salad recipes,mediterranean,10.4,86.61,60.05,10/16/2022,17:27:38,0.12007712646199674,1.4422740670430136
paleo,Paleo Greek Chicken,mediterranean,103.21,8.28,120.13,10/16/2022,17:27:38,12.463470595338729,0.06892475714012203
paleo,Paleo Crepes recipes,french,28.52,83.51,66.12,10/16/2022,17:27:38,0.3415118966363712,1.262987553122306
paleo,Spicy Avocado Shrimp Tower recipes,south american,7.46,24.73,87.84,10/16/2022,17:27:38,0.3016457078161012,0.2815314033310185
paleo,Barilla Turkey Sausage Meatball Hero Subs + Giveaway,american,149.37,161.26,67.43,10/16/2022,17:27:38,0.9262623945033207,2.391481662736723
paleo,Paleo Berry Cobbler,french,70.95,495.23,258.21,10/16/2022,17:27:45,0.14326647564469916,1.9179275863537963
paleo,Paleo Cheesecake recipes,mediterranean,46.61,112.79,239.75,10/16/2022,17:27:45,0.4132421913095903,0.4704464214956351
paleo,Paleo Eggplant Meatballs,eastern europe,34.86,81.96,71.02,10/16/2022,17:27:45,0.42532423957736,1.1540248658847383
paleo,Paleo Chicken Strips,american,120.01,13.19,115.84,10/16/2022,17:27:45,9.097869759684635,0.11386296734316864
paleo,Paleo Turkey Meatballs,american,142.25,147.48,353.72,10/16/2022,17:27:45,0.9645310243353381,0.4169387737793345
paleo,Paleo Chicken Tenders,american,79.75,175.06,81.41,10/16/2022,17:27:45,0.45555549208561585,2.1503236663350163
paleo,Easy Pot Roast Crock Pot recipes,chinese,323.19,230.68,74.72,10/16/2022,17:27:45,1.4010256588102183,3.087217783487908
paleo,Paleo Peppermint Patties,american,26.8,227.58,233.46,10/16/2022,17:27:45,0.11776026996981294,0.9748094970894496
paleo,Paleo Stuffed Peppers,italian,212.2,126.47,233.63,10/16/2022,17:27:45,1.6778550023325505,0.5413237113225556
paleo,Paleo Pita Chips,french,55.69,45.56,112.34,10/16/2022,17:27:45,1.222317332806567,0.405550956462912
paleo,Paleo Pulled Pork,american,363.86,41.0,258.48,10/16/2022,17:27:53,8.874417697129338,0.158619008747258
paleo,Paleo Sesame Pasta,italian,35.12,70.83,237.2,10/16/2022,17:27:53,0.4958280978667532,0.2986075100863824
paleo,Paleo White Christmas,mediterranean,34.52,80.74,102.14,10/16/2022,17:27:53,0.4275399115690913,0.7904759107508248
paleo,Paleo Salisbury Steak,british,200.74,47.0,170.27,10/16/2022,17:27:53,4.2709729580221705,0.27603056304361867
paleo,Paleo Taco Bowl,mexican,21.47,11.82,26.3,10/16/2022,17:27:53,1.8162591997292952,0.4494125698642637
paleo,Crockpot Drumsticks | Paleo,american,125.17,37.02,62.51,10/16/2022,17:27:53,3.381053996380433,0.5922157700244758
paleo,Blueberry Cobbler {Paleo},american,34.41,144.65,130.08,10/16/2022,17:27:53,0.23788290436982804,1.11199944649872
paleo,Yummy Paleo Flatbread,american,7.16,5.48,11.53,10/16/2022,17:27:53,1.3063309615033751,0.4752406556239703
paleo,Paleo Pizza Crust,italian,56.89,154.26,135.9,10/16/2022,17:27:53,0.3687905562650314,1.1350909853496294
paleo,Paleo Baked Chicken,american,293.67,43.68,141.43,10/16/2022,17:27:53,6.723060369497036,0.30884318148072204
paleo,Paleo guacamole recipe,mexican,4.98,22.1,29.73,10/16/2022,17:27:53,0.22532917062576352,0.7433318758198514
paleo,Pumpkin Dutch Baby,central europe,51.94,78.05,132.72,10/16/2022,17:27:53,0.6654623259151068,0.5880757378259657
paleo,Paleo Peach Crisp,american,39.58,126.88,97.83,10/16/2022,17:27:53,0.3119458390145096,1.296930420827754
paleo,Paleo chicken Marsala,italian,81.21,14.37,100.85,10/16/2022,17:27:53,5.65096374643379,0.14248743195407085
paleo,Salmon Cobb Salad,nordic,86.32,52.34,193.65,10/16/2022,17:27:59,1.6491851512198847,0.2702800398655313
paleo,PALEO PULLED PORK,american,240.95,21.38,170.76,10/16/2022,17:27:59,11.269351293204245,0.12520423281662674
paleo,Paleo Coleslaw recipes,mediterranean,8.05,49.05,89.95,10/16/2022,17:27:59,0.1641149008175165,0.5452968838589898
paleo,Paleo Braised Cabbage,french,21.85,113.36,69.95,10/16/2022,17:27:59,0.19274706468714992,1.6205629655044242
paleo,Paleo Cauliflower Tabouli,middle eastern,9.04,30.15,28.7,10/16/2022,17:27:59,0.2998242181022188,1.0504860457823768
paleo,Paleo Gyros recipes,mediterranean,156.23,22.07,197.86,10/16/2022,17:27:59,7.078519323999818,0.11154295187025234
paleo,Paleo Carrot Cake,american,28.87,176.52,124.04,10/16/2022,17:27:59,0.16354994589878824,1.4230778532904442
paleo,Paleo Sandwich Bread,nordic,82.9,96.1,203.88,10/16/2022,17:27:59,0.8626341037033954,0.47135338751526623
paleo,Paleo Carrot Cake,british,56.59,372.24,166.67,10/16/2022,17:27:59,0.1520251664916009,2.2333819320697663
paleo,Everyday Paleo Meatloaf,american,222.77,73.67,180.94,10/16/2022,17:27:59,3.023849275834453,0.4071492917580869
paleo,Paleo Chicken Tacos,mexican,88.54,25.39,90.34,10/16/2022,17:27:59,3.4870623449253673,0.2810462580666585
paleo,Paleo Whole30 Meatballs,italian,49.65,25.33,31.86,10/16/2022,17:28:06,1.9600489518771465,0.7950158500988669
paleo,Grilled Cilantro Lime Chicken recipes,mediterranean,137.17,20.55,43.28,10/16/2022,17:28:06,6.674614373996398,0.4748041865945796
paleo,"5-Min Microwave Paleo Chocolate Cake Recipe [Paleo, GF]",american,14.34,43.94,44.76,10/16/2022,17:28:06,0.3263466921553902,0.9816581398985724
paleo,Broiled Paleo Burger,american,147.0,98.03,245.1,10/16/2022,17:28:06,1.4995256602503289,0.39995756851257236
paleo,Paleo Cabbage Hash,french,94.84,47.81,54.27,10/16/2022,17:28:06,1.983643931312878,0.8809493099445376
paleo,Paleo Vanilla Wafers,american,54.39,171.17,173.06,10/16/2022,17:28:06,0.31775242301558093,0.9890732169581823
paleo,Paleo Strawberry Sundae,american,78.6,428.36,388.56,10/16/2022,17:28:06,0.18349009363597527,1.1024266460092496
paleo,Paleo Lamingtons recipes,french,57.82,215.83,226.98,10/16/2022,17:28:06,0.2678947880517627,0.9508725399923342
paleo,Paleo Fudgy Brownies,french,82.58,181.14,215.9,10/16/2022,17:28:06,0.4558879546872326,0.8389956507843872
paleo,Crock Pot Chile Verde,mexican,201.78,29.12,81.49,10/16/2022,17:28:06,6.929020294632739,0.3573400743640402
paleo,Paleo Zucchini Hummus,mediterranean,13.47,25.56,47.07,10/16/2022,17:28:06,0.5269746880012519,0.5430094962928342
paleo,Paleo Venison Burgers,french,108.33,30.05,39.3,10/16/2022,17:28:06,3.604871718079265,0.7646115874914126
paleo,Paleo Pumpkin Scones,british,99.59,336.0,235.0,10/16/2022,17:28:13,0.2963979273871209,1.4297811498674473
paleo,Paleo Chocolate Pudding,british,19.89,122.56,101.95,10/16/2022,17:28:13,0.16228653486835126,1.2021461290227657
paleo,Paleo Orange Chicken,french,110.54,52.28,39.95,10/16/2022,17:28:13,2.1143436430060634,1.308603038722435
paleo,Paleo Hamburger Soup,nordic,140.81,255.09,63.29,10/16/2022,17:28:13,0.5519990905206377,4.030430866947907
paleo,Paleo Honey Cake,kosher,87.32,258.25,207.98,10/16/2022,17:28:13,0.338120665554054,1.2416999629773875
paleo,Paleo Fried Chicken,american,208.66,32.76,375.11,10/16/2022,17:28:13,6.369158450596747,0.0873341490918688
paleo,Tasty Paleo Borscht,nordic,15.58,86.02,25.4,10/16/2022,17:28:13,0.18111856407156393,3.3864808472107395
paleo,Delicious Paleo Meatballs,american,196.24,26.33,247.65,10/16/2022,17:28:13,7.4528122745053365,0.10631897307097486
paleo,Paleo Zuppa Toscana,italian,123.43,124.25,194.74,10/16/2022,17:28:13,0.993392407304569,0.6380269178036468
paleo,Gluten-Free Buckwheat Blinis with All the Fixings,eastern europe,38.05,140.05,129.25,10/16/2022,17:28:13,0.2716867426865927,1.0835506108269957
paleo,Paleo Asian Meatballs,indian,155.39,13.86,206.43,10/16/2022,17:28:13,11.210590866459851,0.06714107861706817
paleo,Paleo Coffee Creamer,french,10.48,183.87,47.85,10/16/2022,17:28:13,0.0569964812286875,3.842552924703768
paleo,Paleo Cantaloupe Custard,french,18.09,77.28,73.54,10/16/2022,17:28:13,0.23408082193553395,1.050842387239771
paleo,Paleo Bunny Bites,american,39.14,114.78,142.85,10/16/2022,17:28:13,0.3409972033698957,0.8034945502656614
paleo,Paleo Fettuccine Alfredo,italian,69.5,237.82,25.43,10/16/2022,17:28:19,0.2922365981137074,9.351578781801738
paleo,Paleo Pie Crust,american,49.41,83.14,129.24,10/16/2022,17:28:19,0.594291625070663,0.6432943106289799
paleo,Paleo Paella recipes,mediterranean,114.28,67.22,23.74,10/16/2022,17:28:19,1.7000639681052052,2.831388736784466
paleo,Paleo Pita Crisps,mediterranean,52.77,543.93,1094.53,10/16/2022,17:28:19,0.09701598180651592,0.4969525760348496
paleo,Paleo Chocolate Pudding,british,38.41,187.18,204.57,10/16/2022,17:28:19,0.20520245110347735,0.9149879503937509
paleo,"Paleo Baked Apples with Pecan Crumble (Paleo, Primal, GAPS)",american,17.04,196.36,153.33,10/16/2022,17:28:19,0.08677894286543661,1.2806281834723572
paleo,Paleo Chicken Piccata,italian,114.48,38.79,146.83,10/16/2022,17:28:19,2.951200020623341,0.2641812696228998
paleo,Paleo Pizza Quiches,italian,68.7,16.57,86.7,10/16/2022,17:28:19,4.145796874057088,0.19111659611769183
paleo,Paleo Meatballs recipes,french,94.91,9.62,62.19,10/16/2022,17:28:19,9.864878910716143,0.1546847614606615
paleo,Gluten Free Caramelized Onion Gravy,eastern europe,2.91,52.72,54.94,10/16/2022,17:28:19,0.05519622161946853,0.9595748166214667
paleo,Pineapple Muffins (Paleo),british,78.26,90.12,180.1,10/16/2022,17:28:19,0.8683880560579664,0.5003858945813738
paleo,“Pho” Slow Cooker Pulled Pork Sandwiches recipes,american,284.71,240.0,268.1,10/16/2022,17:28:19,1.1862867238053174,0.895185023554556
paleo,PALEO BEEF JERKY,american,259.42,103.71,96.66,10/16/2022,17:28:19,2.501374010471406,1.0729249645668884
paleo,Paleo Venison Stroganoff,eastern europe,171.5,59.19,132.4,10/16/2022,17:28:19,2.897399942558835,0.4470510041464943
paleo,Paleo Mushroom Risotto,italian,27.18,92.53,59.88,10/16/2022,17:28:26,0.29373939544585054,1.5452313755615303
paleo,Paleo Skillet Frittata,italian,95.19,51.98,103.55,10/16/2022,17:28:26,1.8312460322040747,0.5019748722851541
paleo,Paleo Pig Burger,french,215.41,54.5,248.86,10/16/2022,17:28:26,3.952404543035908,0.2189977537661586
paleo,Paleo Salmon Slaw,nordic,165.67,25.68,200.27,10/16/2022,17:28:26,6.451072777539815,0.12822625342660693
paleo,Paleo Banana Muffins,british,101.95,204.31,286.85,10/16/2022,17:28:26,0.4989941804406028,0.7122513081704439
paleo,Paleo Chocolate Chippers,french,286.58,822.4,979.01,10/16/2022,17:28:26,0.3484674751125059,0.8400314194631112
paleo,Paleo Cashews Fudge,french,50.26,225.6,141.56,10/16/2022,17:28:26,0.22278270043129242,1.5936592705618071
paleo,Paleo Pumpkin Pie,american,46.99,331.12,136.78,10/16/2022,17:28:26,0.14191186907505113,2.420804059043288
paleo,Paleo Gingersnaps recipes,british,43.14,289.83,136.28,10/16/2022,17:28:26,0.1488453616072815,2.1267087855240274
paleo,Paleo pepperoni pizza,italian,66.53,212.2,71.37,10/16/2022,17:28:26,0.31352349894675335,2.9731963962954135
paleo,Paleo-ish Sangria,world,7.08,110.19,1.18,10/16/2022,17:28:26,0.06425207140329064,93.30228619813718
paleo,Paleo Strawberry Crumble,british,14.7,154.05,64.63,10/16/2022,17:28:33,0.0954229443495985,2.383531122835791
paleo,Paleo Lemon Bars,american,33.65,272.71,143.06,10/16/2022,17:28:33,0.12339069564484016,1.9062497815617112
paleo,Paleo Gingersnaps recipes,british,76.06,245.59,206.39,10/16/2022,17:28:33,0.30970190275702286,1.189925917312286
paleo,Paleo Banana Loaf,british,65.05,169.97,121.5,10/16/2022,17:28:33,0.3827123450470962,1.3989185274195273
paleo,Paleo Energy Bites,french,40.56,182.5,183.14,10/16/2022,17:28:33,0.2222453575596846,0.9964999645082205
paleo,Paleo Cake – recipes,american,54.06,199.51,244.21,10/16/2022,17:28:33,0.27096250332061894,0.8169574671083611
paleo,Paleo Chocolate Cake,american,59.12,213.93,153.54,10/16/2022,17:28:33,0.2763507860010938,1.3933086276629696
paleo,Beef Curry (Paleo),south east asian,112.87,76.07,111.59,10/16/2022,17:28:33,1.4837454483311645,0.6816857990339722
paleo,Paleo Chicken Nuggets,american,175.8,40.7,158.93,10/16/2022,17:28:33,4.319304194000147,0.2560859744165707
paleo,Salmon With Lemon And Ginger Marinade recipes,nordic,95.45,20.67,88.85,10/16/2022,17:28:33,4.6175801847999605,0.23263666137691194
paleo,Paleo Shrimp Scampi,chinese,94.63,21.46,12.7,10/16/2022,17:28:33,4.409393784073435,1.6896307377371862
paleo,Paleo Coffee Cake,american,67.02,311.15,242.85,10/16/2022,17:28:33,0.21539381200767474,1.281238290144986
paleo,Paleo Sandwich Bread,nordic,82.9,96.1,203.88,10/16/2022,17:28:33,0.8626341037033954,0.47135338751526623
paleo,Paleo/Keto Pizza,italian,78.8,24.95,119.75,10/16/2022,17:28:40,3.1581900525029054,0.2083489908226236
paleo,Paleo Chicken Parma,italian,178.18,285.14,271.06,10/16/2022,17:28:40,0.6248838294036986,1.0519403381526669
paleo,Creamy Paleo Fudge,american,16.83,232.82,253.79,10/16/2022,17:28:40,0.07228729367196257,0.9173690162377705
paleo,Paleo Steak Diane,american,63.68,8.04,82.25,10/16/2022,17:28:40,7.919413008332298,0.09774957143378195
paleo,"Slow Cooker Chicken Pot Pie (Gluten-Free, Dairy-Free) recipes",american,245.93,128.16,72.98,10/16/2022,17:28:40,1.9189144903675845,1.7560734985818225
paleo,Chicken Creole,american,83.36,39.13,45.01,10/16/2022,17:28:40,2.130280340395083,0.8693430494767947
paleo,Paleo Lemon Cake,italian,14.61,187.9,38.98,10/16/2022,17:28:40,0.07775371073065071,4.820297067802263
paleo,Paleo Shrimp Scampi,chinese,94.64,21.55,12.71,10/16/2022,17:28:40,4.391443552503364,1.6953819526394462
paleo,Strawberry Paleo Galette,french,5.97,13.82,5.75,10/16/2022,17:28:40,0.4319513783373128,2.403060337332638
paleo,Val's Paleo Ketchup,italian,10.16,83.67,1.52,10/16/2022,17:28:46,0.12142797384995996,55.00986193293886
paleo,Deviled Eggs with Garlic and Parsley | Healthy Natural,french,40.66,7.92,76.44,10/16/2022,17:28:46,5.1331902537558385,0.10360931960597061
paleo,Paleo Spaghetti Carbonara,italian,80.93,46.8,198.95,10/16/2022,17:28:46,1.729236554774471,0.23523380128775426
paleo,Paleo Chicken Veloute,american,258.98,696.3,234.84,10/16/2022,17:28:46,0.37193684915000846,2.964984819516183
paleo,Paleo Chili recipes,american,292.46,96.19,138.73,10/16/2022,17:28:46,3.0404091858905717,0.6933562073365002
paleo,Paleo Zucchini Fritters,south east asian,18.02,39.43,10.15,10/16/2022,17:28:46,0.4570008369049733,3.884346369815782
paleo,Paleo Taco Salad,mexican,96.83,93.25,232.5,10/16/2022,17:28:46,1.0383802854661075,0.4010735437697042
paleo,Paleo Beef Stew,american,234.83,145.29,51.71,10/16/2022,17:28:46,1.6162735475700492,2.809653652027615
paleo,"Paleo Shrimp Linguini (Gluten Free, Grain Free, Paleo)",italian,43.06,33.92,55.64,10/16/2022,17:28:46,1.2694201232274993,0.6096224007476502
paleo,Paleo Salmon Croquette,nordic,41.97,40.54,51.19,10/16/2022,17:28:46,1.0352482671863052,0.7919360825145045
paleo,Paleo Berry Crumble,french,86.07,236.88,212.25,10/16/2022,17:28:46,0.363346997015379,1.1160371447013206
paleo,Gluten-Free Buckwheat Blinis with All the Fixings recipes,eastern europe,38.05,140.05,129.25,10/16/2022,17:28:46,0.2716867426865927,1.0835506108269957
paleo,Paleo Pizza Crust,italian,53.81,81.55,122.71,10/16/2022,17:28:46,0.6598324974555799,0.6645695984875032
paleo,Paleo Antipasto Salad,italian,24.91,44.96,95.18,10/16/2022,17:28:46,0.5540357198460889,0.47236318172744557
paleo,Paleo Cowboy Chili,american,161.78,90.59,208.39,10/16/2022,17:28:46,1.7858286143215107,0.43471167180924325
paleo,Paleo Elk Chili,american,286.03,110.86,231.19,10/16/2022,17:28:53,2.5800777550265646,0.47951693621291486
paleo,Paleo Christmas Pudding,british,68.83,427.12,256.43,10/16/2022,17:28:53,0.16114871429875843,1.6656332502700533
paleo,Fudgy Paleo Brownies,french,53.12,237.39,247.94,10/16/2022,17:28:53,0.2237658546448686,0.9574455213135382
paleo,Paleo Stuffed Cabbage,middle eastern,229.77,232.27,217.06,10/16/2022,17:28:53,0.9892324052507631,1.0700678611081678
paleo,{Paleo} Broccoli Salad,american,23.77,43.62,96.87,10/16/2022,17:28:53,0.5449210242772977,0.45028956034313666
paleo,Paleo Gingerbread Cake,american,87.36,174.46,247.75,10/16/2022,17:28:53,0.5007422862416242,0.704174756105929
paleo,Gluten Free Easy Herbed Chicken and Biscui,french,78.65,58.36,94.28,10/16/2022,17:28:53,1.347646544781618,0.619000647002047
paleo,Paleo Coffee Cake,american,81.97,94.52,200.18,10/16/2022,17:28:53,0.8672146930311783,0.4721726837212322
paleo,Paleo Blueberry Bars,american,92.97,1628.09,195.87,10/16/2022,17:28:53,0.057103687693132635,8.312052320149485
paleo,Onion Bacon Rosemary Dip (with Dairy Free Option) recipes,american,22.71,47.18,208.94,10/16/2022,17:28:53,0.4813378266675145,0.22580537089417588
paleo,Paleo Watercress Soup,french,43.8,86.63,107.0,10/16/2022,17:28:53,0.5055926862208678,0.8096186016953112
paleo,Paleo Beef Stroganoff,eastern europe,109.57,33.41,183.38,10/16/2022,17:29:00,3.27945886085421,0.1821889944977942
paleo,Harvest Stuffed Sweet Potatoes,american,12.23,186.71,24.24,10/16/2022,17:29:00,0.06550230034652484,7.702240006600388
paleo,Paleo Seafood Chili,american,111.9,73.58,24.01,10/16/2022,17:29:00,1.5207730256452074,3.064428803465078
paleo,Paleo Empanadas recipes,south american,100.52,258.19,107.18,10/16/2022,17:29:00,0.3893241824850595,2.408915759323014
paleo,Paleo Blueberry Muffins,british,156.8,770.8,251.17,10/16/2022,17:29:00,0.20342474905974436,3.068825620792209
paleo,Paleo banana muffins,american,71.16,171.09,198.55,10/16/2022,17:29:00,0.41591901385812224,0.8616929655353032
paleo,Blueberry Almond Chicken Salad,american,99.12,36.69,135.75,10/16/2022,17:29:00,2.701479926957565,0.2702742521233729
paleo,Paleo Lettuce Wraps,american,108.99,45.41,90.71,10/16/2022,17:29:00,2.4000792759463567,0.5006008091631665
paleo,Paleo Crab Cakes,eastern europe,103.0,18.43,63.56,10/16/2022,17:29:00,5.588410829580598,0.28995767845062226
paleo,Paleo Orange Chicken,french,97.53,54.15,60.35,10/16/2022,17:29:00,1.8010747723957083,0.8972510811751255
paleo,Paleo Popcorn Chicken,american,109.81,264.74,208.88,10/16/2022,17:29:00,0.4147827499329534,1.2674202057630901
paleo,Paleo Seafood Chowder,american,233.41,204.85,214.69,10/16/2022,17:29:00,1.1394135249522823,0.9541620282172983
paleo,Paleo Spicy Chili,american,194.54,99.84,119.95,10/16/2022,17:29:00,1.9484981119980767,0.8323398721144467
paleo,Paleo Ketchup recipes,italian,11.34,225.53,1.71,10/16/2022,17:29:00,0.05028133604692925,131.81180596142607
paleo,Paleo sandwich bread,nordic,75.03,110.71,150.27,10/16/2022,17:29:07,0.677710435277434,0.7367356309600653
paleo,Paleo Chicken Soup,american,240.89,79.86,89.39,10/16/2022,17:29:07,3.0163659358134756,0.8933785280397355
paleo,Paleo Tortillas recipes,mediterranean,25.82,82.77,77.45,10/16/2022,17:29:07,0.3119450048930181,1.0686756788162837
paleo,Paleo Fajita Meatza,mexican,284.13,139.22,256.16,10/16/2022,17:29:07,2.040855905359105,0.5434863230546414
paleo,Paleo Pumpkin Blondies,american,64.63,236.43,169.61,10/16/2022,17:29:07,0.2733567087226294,1.3939544015423526
paleo,Paleo Cashew Chicken,mediterranean,108.97,137.78,144.37,10/16/2022,17:29:07,0.7908927936362778,0.9543467870971316
paleo,paleo stuffed peppers,italian,135.82,90.19,170.12,10/16/2022,17:29:07,1.5059152243571974,0.5301520682337865
paleo,Paleo Pizza Soup,italian,99.14,770.63,116.36,10/16/2022,17:29:07,0.12864782236894182,6.622751609216146
paleo,Sweet Potato Salad recipes,south american,41.38,110.47,169.99,10/16/2022,17:29:07,0.37457794353269186,0.6498579336553111
paleo,Paleo Spaghetti Bake,italian,102.94,90.53,142.52,10/16/2022,17:29:07,1.1370690702632247,0.6352046365097073
paleo,Paleo Plantain Falafel,south american,14.12,87.17,14.09,10/16/2022,17:29:07,0.16198047515802272,6.186218153431269
paleo,Paleo Tuna Burgers,american,120.05,17.93,85.49,10/16/2022,17:29:07,6.695109029055825,0.2097296791475126
paleo,Paleo Chilli Bowl,italian,20.04,81.07,10.95,10/16/2022,17:29:07,0.2471907340479333,7.402976897087024
paleo,Paleo Spaghetti recipes,italian,102.38,62.87,111.67,10/16/2022,17:29:07,1.6284137360627318,0.5629930778805599
paleo,Paleo Banana Bread,american,46.7,127.5,94.72,10/16/2022,17:29:07,0.36627163708519933,1.3460584242142712
paleo,No-Fail Paleo Mayo,mediterranean,5.47,1.61,220.1,10/16/2022,17:29:07,3.3954065797641215,0.007314823649142894
paleo,Paleo Moroccan Chicken,middle eastern,238.78,80.5,216.52,10/16/2022,17:29:13,2.9661743332380963,0.37178841775162685
paleo,Paleo Dump Soup,american,192.42,107.77,55.62,10/16/2022,17:29:13,1.7854524872182682,1.9375775336653422
paleo,PALEO CHICKEN NUGGETS,american,112.16,38.87,111.23,10/16/2022,17:29:13,2.8854415888451546,0.3494529402774406
paleo,Paleo Chili recipes,american,259.74,188.02,173.73,10/16/2022,17:29:13,1.3814414347333541,1.0822478429295865
paleo,Paleo Banana Bread,american,63.87,79.46,151.21,10/16/2022,17:29:13,0.8037905387548608,0.5254908703731871
paleo,Paleo Artichoke Bruschetta,mediterranean,14.74,50.52,54.99,10/16/2022,17:29:13,0.29175986223550604,0.9186957865832591
paleo,Paleo Pizza recipes,italian,95.14,122.74,168.95,10/16/2022,17:29:13,0.7751281152996962,0.7264828263816137
paleo,Paleo Seafood Gumbo,american,211.09,117.5,66.52,10/16/2022,17:29:13,1.7964953489757534,1.7663594954976625
paleo,Zesty Paleo Meatloaf,american,255.56,60.15,128.16,10/16/2022,17:29:13,4.248640920350452,0.4693315439174164
paleo,Paleo Southwest Meatloaf,american,146.75,48.65,198.36,10/16/2022,17:29:13,3.016381985981789,0.24525990492082614
paleo,5-Ingredient Low Carb Clam Chowder (Gluten-free) recipes,american,114.23,68.24,103.49,10/16/2022,17:29:13,1.6739203704517813,0.659381008976626
paleo,Ropa Vieja Paleo,caribbean,165.47,187.81,89.37,10/16/2022,17:29:13,0.8810453061854736,2.101464680936769
paleo,Paleo Pasta Bolognese,italian,162.8,223.06,125.13,10/16/2022,17:29:20,0.72984519929526,1.7826118228096954
paleo,Cuban Vaca Frita recipes,caribbean,196.62,28.07,103.81,10/16/2022,17:29:20,7.004381746286203,0.2703952374989163
paleo,Paleo Dirty Rice,caribbean,16.24,49.41,18.3,10/16/2022,17:29:20,0.32867175325332415,2.6998524670783013
paleo,Paleo Chicken Marsala,italian,329.35,110.0,248.22,10/16/2022,17:29:20,2.994063690330088,0.44315348016485306
paleo,"Paleo Salmon Meal Prep Bowls (Paleo, AIP, Whole30)",nordic,266.24,71.73,204.75,10/16/2022,17:29:20,3.7116448955124,0.350327959326206
paleo,Honey Garlic Glazed Pork Chops recipes,american,113.13,126.15,46.69,10/16/2022,17:29:20,0.8967824274084232,2.7018054871388495
paleo,Paleo Profiteroles recipes,french,33.0,201.88,241.51,10/16/2022,17:29:20,0.16346263392790802,0.8359039546852939
paleo,paleo meatloaf with apples,american,95.89,31.49,39.27,10/16/2022,17:29:20,3.04499698326506,0.8018639708690891
paleo,Paleo Vegetable Curry,south east asian,34.06,129.1,103.3,10/16/2022,17:29:20,0.26382444752558076,1.2497458882295427
paleo,Paleo Broccoli Slaw,italian,32.48,57.74,155.95,10/16/2022,17:29:20,0.5625119066174815,0.3702444998749608
paleo,Paleo Pizza recipes,italian,34.44,206.25,101.83,10/16/2022,17:29:20,0.1669810085769281,2.025414657618996
paleo,Paleo Tuna Patties,american,121.47,55.66,73.88,10/16/2022,17:29:20,2.1823179605109506,0.7533736684668588
paleo,Bacon-Ranch Meatloaf recipes,american,188.15,36.64,270.76,10/16/2022,17:29:20,5.134958107038564,0.13532229530840853
paleo,Paleo Caesar Salad,american,54.23,296.63,184.04,10/16/2022,17:29:20,0.18281973225994586,1.6117604229492342
paleo,PALEO LASAGNA SOUP,italian,213.64,480.19,167.62,10/16/2022,17:29:27,0.4449062977023726,2.864736518693958
paleo,"Instant Pot Paleo Beef and Broccoli {Whole30, Paleo, GF}",nordic,192.22,71.34,126.24,10/16/2022,17:29:27,2.6943833139428937,0.5651095919709128
paleo,Lemon Herb Garlic Chicken,mediterranean,229.75,32.4,304.84,10/16/2022,17:29:27,7.0908305299219165,0.1062849157429611
paleo,Paleo Picadillo recipes,mediterranean,167.32,112.61,221.8,10/16/2022,17:29:27,1.4858228769835984,0.5077073592995522
paleo,"Tayste of Paleo, Paleo Brussel Sprout, Kale & Peach Salad",mediterranean,68.84,47.85,21.84,10/16/2022,17:29:27,1.4386324214749955,2.190833753033286
paleo,Farmhouse Paleo Meatloaf,american,172.13,31.99,190.52,10/16/2022,17:29:27,5.380575786940077,0.16790799964308395
paleo,Chicken Salad with Apples and Almonds recipes,american,240.46,40.33,201.22,10/16/2022,17:29:27,5.9621631003446485,0.20042639684724753
paleo,Creamy Pumpkin Sausage & Kale Soup recipes,american,107.08,92.09,76.81,10/16/2022,17:29:27,1.162762919286358,1.1989168218093762
paleo,Paleo Chicken Casserole,italian,69.22,63.43,112.03,10/16/2022,17:29:27,1.0912645236556258,0.566182574465996
paleo,Paleo Chili recipes,american,141.21,108.72,141.23,10/16/2022,17:29:27,1.2988291130508365,0.7698026637211377
paleo,100 Calorie Paleo Crepes,french,15.86,103.19,13.94,10/16/2022,17:29:27,0.15369557422643446,7.4019080410300555
paleo,Thai Green Curry Guacamole recipes,south east asian,14.23,100.98,68.13,10/16/2022,17:29:27,0.14091759836008752,1.4821446918436543
paleo,Paleo Enchiladas recipes,mexican,147.34,107.16,233.4,10/16/2022,17:29:27,1.3749405100736276,0.4591239968980424
paleo,Gluten-Free “Pho” Slow Cooker Pulled Pork Sandwiches,south east asian,360.56,239.96,323.42,10/16/2022,17:29:27,1.502577502177437,0.7419431638638184
paleo,Paleo Stuffed Peppers,italian,166.76,254.78,178.21,10/16/2022,17:29:27,0.654522903984206,1.4296536128521808
paleo,5 Minute Paleo Sorbet,italian,5.57,53.23,36.58,10/16/2022,17:29:34,0.1046382746895606,1.4551269784860994
paleo,Paleo Lamb Stew,mediterranean,160.18,61.01,224.54,10/16/2022,17:29:34,2.625428201471866,0.2717098436365742
paleo,Paleo Pumpkin Chili,american,95.99,127.2,111.62,10/16/2022,17:29:34,0.7546324321349674,1.1395705109253635
